店铺名称,手机品牌,商品编号,商品名称,CPU型号,后摄主摄像素,前摄主摄像素,系统,商品评价量,手机价格
iQOO智美专卖店,vivo,10037000000000,vivoiQOO Z5,骁龙778G,6400万像素,1600万像素,其他,2000+,1599.0
飞利浦手机京东自营旗舰店,飞利浦,100014000000,飞利浦E536,其他,无后置摄像头,无前置摄像头,功能机,1万+,198.0
纽曼京东自营官方旗舰店,纽曼,100008000000,纽曼F91,其他,无后置摄像头,无前置摄像头,功能机,5万+,135.0
中国移动官方旗舰店,小米,100021000000,小米Redmi K50,其他,4800万像素,2000万像素,Android,200+,2399.0
京东之家官方旗舰店,OPPO,10038300000000,OPPOK9s,骁龙778G,6400万像素,1600万像素,Android,200+,1299.0
realme真我官方旗舰店,真我,10048900000000,真我（realme）Q5,其他,其他,其他,Android,100+,1299.0
鹏瑶旗舰店,华为,10044100000000,,其他,其他,其他,Android,1000+,1098.0
纽曼京东自营官方旗舰店,纽曼,100036000000,纽曼M560（J）,其他,其他,其他,功能机,2000+,168.0
天翼电信京东自营旗舰店,小米,100021000000,小米Redmi 10A,其他,1300万像素,其他,Android,5000+,699.0
天语手机京东自营官方旗舰店,天语,100018000000,天语V3S,其他,其他,其他,功能机,1万+,239.0
诺基亚手机官方旗舰店,诺基亚,10032800000000,诺基亚（NOKIA）Nokia 105 ,其他,无后置摄像头,无前置摄像头,功能机,1万+,229.0
京东之家官方旗舰店,Apple,10037100000000,AppleiPhone 13,其他,1200万像素,1200万像素,iOS,2万+,5469.0
东呵东手机专营店,OPPO,10042600000000,OPPOOPPO K9x ,天玑810,6400万像素,1600万像素,Android,1000+,1399.0
形派手机旗舰店,朵唯,10037300000000,朵唯（DOOV）D13 Pro,其他,1600万像素,800万像素,Android,1000+,479.0
京东之家官方旗舰店,小米,10031500000000,小米（MI）Note10 Pro,其他,其他,其他,Android,2万+,1499.0
诺必信手机数码专营店,金立,10046800000000,金立（Gionee）T30,其他,其他,其他,Android,1000+,299.0
博恒聚优手机专营店,荣耀,10032600000000,荣耀50 Pro ,其他,其他,其他,Android,1000+,2489.0
金诚旗舰店,天语,69323324707,天语（K-Touch）F12 Pro,其他,其他,其他,Android,500+,689.0
京联通达旗舰店,华为,10046500000000,华为nova9se ,其他,其他,其他,HarmonyOS 2,1000+,2319.0
京联通达旗舰店,荣耀,10032200000000,荣耀（HONOR）荣耀 Play5T,其他,其他,其他,Android,2000+,999.0
OPPO酷炫手机专卖店,OPPO,10040800000000,OPPOReno7,骁龙778G,6400万像素,3200万像素,Android,1000+,2269.0
东呵东手机专营店,OPPO,10027900000000,OPPOA93,其他,4800万像素,800万像素,Android,2000+,1299.0
京东之家官方旗舰店,荣耀,10031100000000,荣耀play5T标准版/play5tpro ,其他,1300万像素,500万像素,Android,5000+,959.0
淘金手机旗舰店,小米,10039000000000,小米（MI）Redmi Note 11,其他,其他,其他,Android,1000+,1199.0
疆界互联旗舰店,小米,10045100000000,小米（MI）红米K50,天玑8100,其他,其他,Android,1000+,2488.0
索爱（soaiy）手机京东自营旗舰店,索爱,100009000000,索爱S40A,其他,1600万像素,800万像素,Android,5000+,586.0
京东之家官方旗舰店,荣耀,10029200000000,荣耀play5  ,天玑800U,6400万像素,1600万像素,Android,2000+,1399.0
vivo官方旗舰店,vivo,10039100000000,vivoT1x,天玑900,6400万像素,800万像素,Android,2000+,1799.0
疆界互联旗舰店,小米,10028400000000,小米11青春版 ,骁龙780G,其他,其他,Android,5000+,1788.0
头号卖家旗舰店,小米,10046000000000,小米（MI）小米 Redmi K50,天玑8100,4800万像素,2000万像素,Android,1000+,2399.0
淘金手机旗舰店,荣耀,10041100000000,荣耀（HONOR）荣耀60,骁龙778G,10800万像素,3200万像素,其他,5000+,3299.0
东呵东手机专营店,OPPO,10043400000000,OPPOOPPO A36,其他,1300万像素,800万像素,Android,200+,999.0
久汇通手机旗舰店,华为,10042500000000,华为（HUAWEI）nova 9Pro,骁龙778G,5000万像素,3200万像素,Android,1万+,3489.0
好机汇手机专营店,荣耀,10045600000000,荣耀（HONOR）荣耀50SE,天玑900,1亿像素,1600万像素,Android,200+,1588.0
一加手机京东自营官方旗舰店,一加,100019000000,一加9 Pro,骁龙888,4800万像素,1600万像素,Android,10万+,4199.0
纽曼京东自营官方旗舰店,纽曼,100014000000,纽曼L6,其他,其他,无前置摄像头,功能机,2万+,158.0
博恒聚优手机专营店,OPPO,10043400000000,,其他,其他,其他,其他,200+,999.0
头号卖家旗舰店,小米,10042900000000,小米（MI）小米 12,骁龙8 Gen 1,其他,3200万像素,Android,1000+,3999.0
炜东电商旗舰店,荣耀,10041500000000,荣耀（HONOR）荣耀60,骁龙778G,10800万像素,3200万像素,Android,5000+,2698.0
蜜茶手机旗舰店,Apple,10041100000000,AppleiPhone 13 Pro Max,其他,1200万像素,1200万像素,iOS,1000+,8838.0
玩家国度ROG京东自营官方旗舰店,ROG,100013000000,ROG游戏,骁龙888 Plus,6400万像素,2400万像素,Android,1万+,4999.0
头号卖家旗舰店,荣耀,10031700000000,荣耀（HONOR）荣耀50pro,骁龙778G,1亿像素,3200万像素,Android,2000+,2339.0
守护宝手机京东自营旗舰店,守护宝,100018000000,守护宝K210 ,其他,无后置摄像头,其他,功能机,2万+,159.0
realme真我官方旗舰店,真我,10037800000000,真我（realme）realme 真我GT Neo2T,其他,其他,其他,Android,2000+,1599.0
京域手机旗舰店,vivo,10047700000000,vivoiQOO Neo6,骁龙8 Gen 1,6400万像素,1600万像素,Android,100+,3299.0
iQOO兰珊专卖店,vivo,10023300000000,vivoiQOO U5x,骁龙680,1300万像素,800万像素,Android,2000+,1099.0
朵唯手机京东自营旗舰店,朵唯,100024000000,朵唯D30 Pro,其他,1600万像素,800万像素,Android,5000+,699.0
微炫数码旗舰店,荣耀,10041800000000,荣耀X30 ,其他,其他,其他,Android,1000+,1779.0
OPPO优品专卖店,OPPO,10040500000000,OPPOReno7 pro,其他,其他,其他,Android,2000+,2969.0
京铠玄手机旗舰店,荣耀,10041100000000,荣耀（HONOR）荣耀60,骁龙778G,10800万像素,3200万像素,Android,2000+,2699.0
纽曼京东自营官方旗舰店,纽曼,100036000000,纽曼A9-,其他,其他,其他,功能机,1000+,228.0
秦王湖手机旗舰店,华为,10030400000000,荣耀畅玩20 5000mAh超大电池续航 6.5英寸大屏 钛空银 6GB+128GB 送碎屏宝+2年保修,其他,其他,其他,Android,5000+,1099.0
小米手机官方旗舰店,小米,10042900000000,小米（MI）2112123AC,其他,其他,其他,Android,1000+,2999.0
京东电竞手机官方旗舰店,小米,10033100000000,,天玑1100,6400万像素,1600万像素,Android,2000+,1489.0
关爱心（GAIX）京东自营旗舰店,关爱心,100026000000,关爱心G3,其他,无后置摄像头,无前置摄像头,功能机,1万+,149.0
奥马科技手机专营店,酷派,10033900000000,酷派（Coolpad）COOL 20,其他,其他,其他,Android,500+,699.0
茄子手机旗舰店,小米,10031500000000,小米（MI）红米NOTE10,其他,其他,其他,其他,1万+,1059.0
疆界互联旗舰店,小米,72001392854,小米红米9A Redmi智能老人,其他,1300万像素,500万像素,Android,5万+,699.0
一佳手机专营店,华为,10037600000000,华为（HUAWEI）优畅享20 ,天玑720,1300万像素,800万像素,Android,5000+,1149.0
江苏移动京东自营店,荣耀,100019000000,荣耀荣耀50 Pro,骁龙778G,10800万像素,3200万像素,Android,85,2459.0
纽曼京东自营官方旗舰店,纽曼,100021000000,纽曼F10,其他,无后置摄像头,无前置摄像头,功能机,1万+,198.0
vivo五通专卖店,vivo,10042200000000,vivoY32,其他,1300万像素,800万像素,其他,2000+,1099.0
荣耀京东自营旗舰店,荣耀,100016000000,荣耀荣耀畅玩20 Pro,其他,其他,其他,其他,500+,1299.0
头号卖家旗舰店,OPPO,10029300000000,OPPOA53,其他,1300万像素,800万像素,Android,1000+,849.0
OKSJ手机旗舰店,荣耀,10048600000000,荣耀（HONOR）荣耀Play 6T ,其他,其他,其他,Android,200+,1199.0
索爱（soaiy）手机京东自营旗舰店,索爱,100037000000,索爱SA-T1,其他,无后置摄像头,其他,功能机,500+,99.0
京联通达旗舰店,华为,10026900000000,,其他,4800万像素,1600万像素,Android,500+,1549.0
iQOO兰珊专卖店,vivo,10044500000000,vivovivo iQOONeo6,骁龙8 Gen 1,6400万像素,1600万像素,Android,200+,3299.0
好机汇手机专营店,华为,10045500000000,华为（HUAWEI）优畅享20,其他,1300万像素,800万像素,Android,200+,1199.0
淘金手机旗舰店,荣耀,10034600000000,荣耀Magic3 Pro 旗舰,其他,其他,其他,Android,5000+,6399.0
京东电竞手机官方旗舰店,Apple,10038700000000,Appleiphone13Pro Max,其他,其他,其他,iOS,2000+,9518.0
AGM京东自营官方旗舰店,AGM,100017000000,AGMG1,其他,其他,其他,Android,500+,3599.0
弗瑞尔手机通讯专营店,金立,10040900000000,金立（Gionee）T90,其他,其他,其他,功能机,5000+,128.0
炜东电商旗舰店,荣耀,10037300000000,荣耀（HONOR）荣耀畅玩20pro,其他,其他,其他,Android,1000+,1258.0
OPPO欧粉专卖店,OPPO,10029600000000,OPPOK9,骁龙768G,6400万像素,3200万像素,Android,2000+,1529.0
vivo官方旗舰店,vivo,10033500000000,vivoS10,天玑1100,6400万像素,4400万像素,Android,2000+,1999.0
疆界互联旗舰店,小米,10024800000000,小米（MI）红米Note9pro ,骁龙750G,1亿像素,1600万像素,Android,2万+,1268.0
形派手机旗舰店,朵唯,10041200000000,朵唯（DOOV）D99全网通,其他,其他,其他,其他,5000+,65.0
蜜茶手机旗舰店,Apple,10028000000000,AppleiPhone 11,其他,1200万像素,1200万像素,iOS,2000+,4199.0
炜东电商旗舰店,荣耀,10038900000000,荣耀（HONOR）荣耀play5活力版,其他,其他,其他,其他,500+,1299.0
广州电信京东自营旗舰店,APPLE,100029000000,APPLEiPhone 13,其他,其他,其他,iOS,2000+,5399.0
疆界互联旗舰店,小米,10030800000000,小米（MI）Note10 pro,天玑1100,6400万像素,1600万像素,Android,1万+,2999.0
广州电信京东自营旗舰店,OPPO,100025000000,OPPOK7x,天玑700,4800万像素,1600万像素,Android,1000+,1089.0
天语手机京东自营官方旗舰店,天语,100018000000,天语S9 ,其他,其他,其他,功能机,2000+,239.0
纽曼京东自营官方旗舰店,纽曼,100036000000,纽曼M560（J）,其他,其他,其他,功能机,1000+,168.0
关爱心（GAIX）京东自营旗舰店,关爱心,100014000000,关爱心G3,其他,无后置摄像头,无前置摄像头,功能机,5000+,149.0
炜东电商旗舰店,vivo,10046300000000,vivoiQOO U5x,骁龙680,1300万像素,800万像素,Android,200+,1098.0
头号卖家旗舰店,一加,10038200000000,一加一加9rt,其他,其他,其他,其他,1000+,2799.0
炜东电商旗舰店,华为,10037600000000,华为（HUAWEI）P50系列,其他,其他,其他,HarmonyOS 2,2000+,4808.0
维西特手机专营店,金立,10037500000000,金立（Gionee）T30,其他,其他,其他,功能机,1万+,99.0
微焱数码旗舰店,真我,10037600000000,真我（realme）GT neo闪速,天玑1200,6400万像素,1600万像素,Android,1万+,1688.0
炜东电商旗舰店,荣耀,10034800000000,荣耀（HONOR）荣耀X20,天玑900,6400万像素,其他,Android,2000+,1328.0
vivo五通专卖店,vivo,10046200000000,vivovivo x80,其他,其他,其他,Android,44,4499.0
千瑞达手机旗舰店,华为,10036000000000,华为（HUAWEI）P50 Pro,麒麟9000,5000万像素,1300万像素,HarmonyOS 2,1000+,7388.0
纽曼京东自营官方旗舰店,纽曼,100017000000,纽曼F20,其他,其他,其他,功能机,2000+,249.0
OPPO墨白专卖店,OPPO,10043200000000,OPPOOPPO A96,其他,其他,其他,Android,200+,1669.0
金点优选手机旗舰店,纽曼,10031900000000,纽曼（Newman）K99,其他,无后置摄像头,无前置摄像头,功能机,2000+,65.0
关爱心数码旗舰店,关爱心,10024500000000,关爱心S9,其他,无后置摄像头,无前置摄像头,功能机,1万+,97.98
OPPO墨白专卖店,OPPO,10040900000000,,天玑1200,5000万像素,3200万像素,Android,1000+,3399.0
头号卖家旗舰店,荣耀,10048500000000,荣耀（HONOR）荣耀play6t,天玑810,4800万像素,800万像素,Android,100+,1399.01
微炫数码旗舰店,Apple,10037100000000,Apple苹果13,其他,其他,其他,iOS,2000+,5589.0
OPPO小欧专卖店,OPPO,10041100000000,OPPOReno7 SE,其他,其他,其他,Android,200+,1799.0
漫博游旗舰店,华为,10045900000000,60 SE ,其他,其他,其他,Android,200+,2149.0
海信手机京东自营旗舰店,海信,100018000000,海信A5 Pro 阅读,其他,1300万像素,500万像素,Android,2万+,1799.0
vivo五通专卖店,vivo,10038300000000,vivovivo T1,骁龙778G,6400万像素,1600万像素,其他,1000+,2169.0
微炫数码旗舰店,荣耀,67950898495,荣耀（HONOR）荣耀X20(,天玑900,其他,其他,Android,1000+,1399.0
久汇通手机旗舰店,华为,10041700000000,华为（HUAWEI）畅享20,其他,1300万像素,800万像素,Android,5000+,1089.0
OPPO手机乐良专卖店,OPPO,10040900000000,OPPOReno 7,骁龙778G,6400万像素,3200万像素,Android,1000+,2669.0
vivo官方旗舰店,vivo,10025000000000,vivoX60 Pro,其他,4800万像素,3200万像素,Android,2000+,3699.0
朵唯手机京东自营旗舰店,朵唯,100026000000,朵唯X21,其他,无后置摄像头,无前置摄像头,功能机,5000+,139.0
金点优选手机旗舰店,朵唯,10043000000000,朵唯（DOOV）M580,其他,其他,其他,其他,5000+,69.0
茄子手机旗舰店,小米,10039000000000,小米（MI）红米note 11,其他,其他,其他,Android,1000+,1999.0
诺基亚手机官方旗舰店,诺基亚,10023800000000,诺基亚（NOKIA）106,其他,无后置摄像头,其他,功能机,1万+,159.0
纽曼手机旗舰店,纽曼,10028700000000,纽曼（Newman）S90,其他,无后置摄像头,无前置摄像头,功能机,5000+,159.0
OPPO优品专卖店,OPPO,10044300000000,OPPOFind X5,骁龙888,5000万像素,3200万像素,Android,100+,5799.0
广东联通京东自营旗舰店,OPPO,100025000000,OPPOK7x,天玑700,4800万像素,1600万像素,Android,1000+,1089.0
鸣逸手机专营店,索野,18022564631,索野 S10H迷你,其他,其他,其他,Android,1000+,268.0
vivo官方旗舰店,vivo,10049100000000,vivoS15e,三星Exynos 1080,5000万像素,1600万像素,Android,98,1999.0
京东电竞手机官方旗舰店,华为,10046700000000,,其他,其他,其他,HarmonyOS 2.0.1,200+,2349.0
华飞手机专营店,华为,66266754500,华为（HUAWEI）畅享10e,其他,其他,其他,Android,2000+,828.0
头号卖家旗舰店,OPPO,10043000000000,OPPOA36,其他,1300万像素,800万像素,Android,500+,1569.0
京铠玄手机旗舰店,华为,10041100000000,华为（HUAWEI）华为nova 8 SE,其他,其他,其他,HarmonyOS 2,5000+,1599.01
京域手机旗舰店,vivo,10042200000000,vivoS12 Pro,天玑1200,1亿像素,其他,Android,200+,2799.0
茄子手机旗舰店,小米,10026700000000,小米（MI）redmi K40 ,其他,其他,其他,其他,2万+,2699.0
东呵东手机专营店,OPPO,10036300000000,OPPOOPPO  A11s,其他,1300万像素,800万像素,Android,1000+,1099.0
头号卖家旗舰店,iQOO,10047900000000,iQOOiQOO Neo6,其他,其他,其他,Android,42,3299.0
博恒聚优手机专营店,荣耀,10040800000000,荣耀60se ,天玑900,其他,其他,Android,500+,2499.0
微炫数码旗舰店,荣耀,70479667895,荣耀（HONOR）荣耀50pro (,其他,10800万像素,1200万像素,Android,2000+,2549.0
天语手机京东自营官方旗舰店,天语,100006000000,天语Q8,其他,其他,其他,功能机,2万+,278.0
微炫数码旗舰店,荣耀,10034900000000,荣耀X20 5g,天玑900,6400万像素,1600万像素,Android,1000+,1399.0
疆界互联旗舰店,荣耀,10041000000000,荣耀（HONOR）荣耀60se,其他,其他,其他,Android,500+,2499.0
OKSJ手机旗舰店,华为,67126728009,华为（HUAWEI）P40 Pro (,麒麟990 5G,5000万像素,3200万像素,Android,1万+,7588.0
疆界互联旗舰店,荣耀,10031300000000,荣耀（HONOR）荣耀50（,骁龙778G,其他,其他,Android,2万+,2999.01
关爱心（GAIX）京东自营旗舰店,关爱心,100026000000,关爱心R9,其他,无后置摄像头,其他,功能机,1万+,149.0
京东之家官方旗舰店,荣耀,10044500000000,荣耀（HONOR）荣耀magic4,其他,其他,其他,Android,500+,3999.01
小米手机官方旗舰店,小米,10042900000000,小米（MI）2201123C,其他,其他,其他,Android,2000+,3999.0
OPPO优品专卖店,OPPO,10043100000000,OPPOA36,其他,1300万像素,800万像素,Android,500+,999.0
炜东电商旗舰店,荣耀,10034600000000,荣耀（HONOR）荣耀Magic3系列,骁龙888 Plus,5000万像素,1300万像素,Android,5000+,4399.0
京东之家官方旗舰店,OPPO,10031400000000,OPPO A35 轻薄时尚外观 AI智能三摄 全网通拍照,其他,1300万像素,800万像素,Android,100+,839.0
中国移动官方旗舰店,Apple,100027000000,AppleiPhone 13 Pro Max,其他,1200万像素,1200万像素,iOS,1万+,9799.0
iQOO兰珊专卖店,vivo,10034800000000,vivovivo iQOO8&iQOO8pro,骁龙888,4800万像素,1600万像素,Android,2000+,2999.0
华信通手机专营店,华为,10046800000000,华为智选Hi nova9pro ,骁龙778G,5000万像素,3200万像素,Android,200+,3969.0
京联通达旗舰店,华为,10041800000000,华为智选 麦芒10SE ,其他,1300万像素,800万像素,其他,2000+,1549.0
vivo京东自营官方旗舰店,vivo,100016000000,vivoY30,其他,1300万像素,800万像素,Android,10万+,1299.0
OPPO京东自营官方旗舰店,OPPO,100014000000,OPPOA72,其他,1600万像素,800万像素,Android,20万+,1799.0
AGM手机旗舰店,AGM,10029600000000,AGMX5,紫光展锐,4800万像素,1600万像素,Android,200+,2999.0
红魔官方旗舰店,努比亚,10044000000000,努比亚（nubia）红魔7,骁龙8 Gen 1,6400万像素,800万像素,Android,500+,3679.0
纽曼京东自营官方旗舰店,纽曼,100010000000,纽曼F9,其他,无后置摄像头,无前置摄像头,功能机,5000+,259.0
华信通手机专营店,华为,10046500000000,华为 Nova9 se ,骁龙680,10800万像素,1600万像素,HarmonyOS 2.0.1,500+,2319.0
OPPO手机乐良专卖店,OPPO,10049200000000,OPPOA55s,其他,1300万像素,800万像素,Android,41,1199.0
炜东电商旗舰店,vivo,10042200000000,vivoY55s,天玑700,5000万像素,800万像素,Android,200+,1298.0
iQOO兰珊专卖店,vivo,10031300000000,vivoiQOO Neo5/Neo5S,骁龙888,4800万像素,1600万像素,Android,2万+,2499.0
华信通手机专营店,华为,10036700000000,华为智选 NZone S7pro \/ S7Pro+ ,其他,6400万像素,1600万像素,其他,2000+,1399.0
京铠玄手机旗舰店,华为,10042700000000,华为智选 NZONE S7 ,天玑700,其他,其他,Android,5000+,1599.0
鹏瑶旗舰店,小米,10028500000000,小米（MI）小米MIX FOLD,骁龙888,其他,其他,Android,500+,6099.0
iQOO兰珊专卖店,vivo,10036800000000,vivoiQOO Z5,骁龙778G,6400万像素,1600万像素,Android,2000+,1599.0
鹏瑶旗舰店,小米,10031500000000,小米（MI）红米Note 10,天玑700,4800万像素,800万像素,Android,5000+,948.0
OPPO小欧专卖店,OPPO,10040900000000,OPPOReno7 Pro,其他,其他,其他,Android,1000+,3399.0
vivo五通专卖店,vivo,10042200000000,vivoY55s,天玑700,5000万像素,800万像素,其他,500+,1299.0
博恒聚优手机专营店,荣耀,10043500000000,荣耀畅玩20 ,其他,其他,其他,Android,2000+,739.0
realme真我京东自营旗舰店,真我,100025000000,真我GT 大师探索版,骁龙870,5000万像素,3200万像素,Android,5万+,3199.0
秦王湖手机旗舰店,华为,10036300000000,荣耀50 ,骁龙778G,其他,3200万像素,Android,1000+,3199.0
头号卖家旗舰店,vivo,10021800000000,vivoY30,其他,1300万像素,800万像素,Android,500+,1299.0
千瑞达手机旗舰店,华为,10047900000000,华为（HUAWEI）P50 Pro,骁龙888,6400万像素,1300万像素,HarmonyOS 2,100+,5988.0
微炫数码旗舰店,小米,10024800000000,小米 Redmi 红米Note9Pro 一亿像素 120Hz刷新率 ,其他,其他,其他,Android,2000+,1349.0
微焱数码旗舰店,荣耀,10041200000000,荣耀（HONOR）荣耀畅玩30 Plus,其他,其他,其他,Android,200+,1159.0
鹏瑶旗舰店,小米,10039000000000,小米（MI）Redmi Note 11 Pro ,天玑920,其他,其他,Android,5000+,1599.0
飞利浦手机通讯旗舰店,飞利浦,10041000000000,飞利浦PH2,其他,1300万像素,500万像素,Android,500+,779.0
飞利浦手机京东自营旗舰店,飞利浦,100026000000,飞利浦E536,其他,无后置摄像头,无前置摄像头,功能机,5000+,198.0
飞利达手机通讯专营店,荣耀,10044400000000,荣耀（HONOR）荣耀X30,其他,4800万像素,1600万像素,Android,500+,1699.0
小米手机官方旗舰店,小米,10041900000000,小米11青春活力版,其他,其他,其他,Android,500+,2199.0
OPPO手机乐良专卖店,OPPO,10040900000000,OPPOReno7Pro,其他,5000万像素,3200万像素,Android,500+,3699.0
天域手机专营店,Apple,10037100000000,AppleApple iPhone 13 ,其他,其他,其他,iOS,2000+,5499.0
纽曼京东自营官方旗舰店,纽曼,100020000000,纽曼A9-,其他,其他,其他,功能机,500+,228.0
京域手机旗舰店,vivo,10038400000000,vivoZ5x,天玑900,5000万像素,其他,Android,100+,1399.0
天翼电信京东自营旗舰店,vivo,100034000000,vivoS12,天玑1100,10800万像素,4400万像素,其他,500+,2399.0
vivo京东自营官方旗舰店,vivo,100026000000,vivoY53s (t2版),天玑900,其他,800万像素,Android,2万+,1999.0
守护宝手机京东自营旗舰店,守护宝,100016000000,守护宝K230 ,其他,其他,其他,功能机,2万+,199.0
头号卖家旗舰店,华为,10046100000000,华为（HUAWEI）nova9 SE,骁龙680,其他,其他,HarmonyOS 2.0.1,200+,2399.0
纽曼京东自营官方旗舰店,纽曼,100008000000,纽曼L6,其他,其他,无前置摄像头,功能机,1万+,158.0
中国移动官方旗舰店,OPPO,100018000000,OPPOA56,其他,其他,其他,Android,5000+,1499.0
头号卖家旗舰店,小米,10046700000000,小米（MI）小米 Redmi K50 Pro,其他,1亿像素,2000万像素,Android,500+,3599.0
京铠玄手机旗舰店,华为,68373059800,华为（HUAWEI）nova 7 ,麒麟985,6400万像素,3200万像素,Android,5000+,2599.0
奥马科技手机专营店,酷比,10044500000000,酷比（koobee）i13Pro,其他,其他,其他,Android,86,689.0
上海电信京东自营旗舰店,Apple,100014000000,AppleiPhone 12,其他,1200万像素,1200万像素,iOS,500+,4499.0
OKSJ手机旗舰店,华为,10027500000000,华为（HUAWEI）Mate 40E,其他,6400万像素,1300万像素,其他,5000+,5949.0
realme真我官方旗舰店,真我,10036800000000,真我（realme）realme 真我GT Neo2,骁龙870,6400万像素,1600万像素,Android,5000+,2399.0
OKSJ手机旗舰店,华为,10025500000000,华为（HUAWEI）Mate 40,其他,5000万像素,1300万像素,Android,5000+,6399.0
蜜茶手机旗舰店,Apple,10027000000000,AppleiPhone XR,其他,其他,其他,iOS,2000+,3288.0
京铠玄手机旗舰店,华为,68372916149,华为nova7 ,麒麟985,6400万像素,3200万像素,其他,2万+,2588.0
博恒聚优手机专营店,华为,10049900000000,,其他,其他,3200万像素,HarmonyOS 2,90,2519.0
守护宝手机京东自营旗舰店,守护宝,100006000000,守护宝K199,其他,其他,无前置摄像头,功能机,2万+,279.0
realme真我京东自营旗舰店,真我,100021000000,真我V23,天玑810,4800万像素,800万像素,Android,25,1899.0
京东之家官方旗舰店,真我,10034200000000,真我（realme）GT大师探索,骁龙870,5000万像素,3200万像素,Android,5000+,2889.0
微焱数码旗舰店,荣耀,10032500000000,荣耀（HONOR）荣耀50se,天玑900,1亿像素,1600万像素,Android,5000+,1568.0
京合旗舰店,华为,10044900000000,华为（HUAWEI）P50 Pro,骁龙888 4G,5000万像素,1300万像素,HarmonyOS 2,200+,5488.0
OPPO京东自营官方旗舰店,OPPO,100020000000,OPPOA53,其他,1600万像素,800万像素,Android,5万+,1799.0
iQOO耀诚鑫专卖店,vivo,10034800000000,vivo iQOO 8,骁龙888,其他,1600万像素,Android,1000+,2999.0
天润智能手机专营店,海语,10036100000000,海语（HAIYU）P30,其他,其他,其他,Android,500+,509.0
博恒聚优手机专营店,荣耀,10046700000000,荣耀 Play6T  ,其他,其他,其他,Android,100+,1199.01
耐谷手机旗舰店,小米,10046800000000,小米（MI）K50,天玑8100,其他,其他,Android,500+,2599.0
疆界互联旗舰店,小米,10028400000000,,骁龙888,其他,其他,Android,500+,6488.0
久汇通手机旗舰店,华为,70908365002,华为（HUAWEI）优畅享50Plus,其他,其他,其他,Android,1万+,2199.0
OPPO官方直营旗舰店,OPPO,10042100000000,OPPO Find N,其他,其他,其他,Android,1000+,9049.0
索爱（soaiy）手机京东自营旗舰店,索爱,100010000000,索爱Z6,其他,无后置摄像头,无前置摄像头,功能机,2万+,289.0
京域手机旗舰店,vivo,10042200000000,vivoY55s,天玑700,5000万像素,800万像素,Android,1000+,1299.0
OPPO酷炫手机专卖店,OPPO,10043100000000,OPPOA96,其他,4800万像素,1600万像素,Android,1000+,2199.0
微炫数码旗舰店,荣耀,69528126940,荣耀（HONOR）荣耀50 (,其他,10800万像素,3200万像素,Android,5000+,2399.0
OKSJ手机旗舰店,华为,10047300000000,华为（HUAWEI）nova 9 SE,骁龙680,10800万像素,1600万像素,Android,200+,2149.0
天语手机京东自营官方旗舰店,天语,100003000000,天语S8,其他,200万像素,无前置摄像头,Android,5万+,259.0
索爱手机旗舰店,索爱,10042700000000,索爱（soaiy）S40A,其他,其他,其他,Android,99,459.0
佳沪电商旗舰店,真我,10027800000000,真我（realme）GT Neo2,骁龙870,6400万像素,其他,Android,5000+,1768.0
京东之家官方旗舰店,OPPO,10049300000000,OPPOReno7,骁龙778G,6400万像素,3200万像素,Android,40,2399.0
索爱手机旗舰店,索爱,11049830051,索爱（soaiy）SA-Z9C,其他,无后置摄像头,无前置摄像头,功能机,2万+,289.0
OPPO墨白专卖店,OPPO,10040900000000,,天玑900,4800万像素,1600万像素,Android,500+,1999.0
天翼电信京东自营旗舰店,华为,100018000000,华为P50Pocket,其他,其他,其他,HarmonyOS 2,500+,9099.0
守护宝手机京东自营旗舰店,守护宝,100018000000,守护宝F20 Plus,其他,800万像素,500万像素,Android,1000+,539.0
中国移动官方旗舰店,小米,100035000000,小米Redmi Note 11E,天玑700,5000万像素,其他,Android,100+,1199.0
vivo京东自营官方旗舰店,vivo,100019000000,vivoS9e,天玑820,6400万像素,3200万像素,Android,2万+,2299.0
关爱心（GAIX）京东自营旗舰店,关爱心,100037000000,关爱心A8,其他,其他,其他,功能机,200+,129.0
AGM京东自营官方旗舰店,AGM,100014000000,AGMX5,紫光展锐,4800万像素,1600万像素,Android,500+,2898.0
智加手机专营店,康佳,10026600000000,康佳 （KONKA） UK8 移动卡专用 直板按键老人,其他,其他,无前置摄像头,功能机,5000+,59.0
疆界互联旗舰店,华为,10034100000000,华为（HUAWEI）P50 pro,骁龙888,5000万像素,1300万像素,HarmonyOS 2,2000+,5958.0
纽曼京东自营官方旗舰店,纽曼,100029000000,纽曼F80,其他,其他,其他,功能机,1000+,238.0
广州电信京东自营旗舰店,vivo,100016000000,vivoiQOO Z5x,天玑900,5000万像素,800万像素,Android,200+,1389.0
vivo官方旗舰店,vivo,10036200000000,vivoX70,其他,4000万像素,3200万像素,Android,1000+,2799.0
关爱心（GAIX）京东自营旗舰店,关爱心,100016000000,关爱心X5,其他,其他,其他,功能机,1000+,149.0
酷族数码旗舰店,Apple,10037200000000,AppleiPhone 13 Pro,其他,1200万像素,1200万像素,iOS,5000+,7869.0
迈纳斯数码旗舰店,克里特,10044700000000,克里特（kreta）TRACK ,其他,6400万像素,其他,Android,53,9999.0
蜜茶手机旗舰店,Apple,10028000000000,AppleiPhone 12 mini,其他,其他,其他,iOS,1000+,3888.0
中国移动官方旗舰店,vivo,100028000000,vivoiQOO Neo5,骁龙870,4800万像素,1600万像素,Android,5000+,2699.0
